account_id,industry,region,pipeline_stage,deal_size,days_in_stage,num_meetings,email_open_rate,champion_identified,competitor_present,product_fit_score,account_tenure_yrs,prev_purchases,exec_sponsor,nps_score,days_since_contact,converted,created_at
ACC-00180,Financial Services,SEA,Proposal,122600.0,58,4,0.181,1,0,0.482,0.3,1,0,1,36,0,2026-07-19 10:10:54.743919+00:00
ACC-00181,Healthcare,APAC,Proposal,205400.0,34,5,0.284,1,1,0.803,2.1,4,1,10,25,1,2026-07-19 10:10:54.743919+00:00
ACC-00182,Financial Services,India,Qualification,94600.0,51,1,0.233,0,1,0.546,1.8,1,0,3,10,0,2026-07-19 10:10:54.743919+00:00
ACC-00183,Logistics,North America,Qualification,63500.0,96,2,0.558,1,0,0.474,1.8,2,0,5,6,1,2026-07-19 10:10:54.743919+00:00
ACC-00184,Technology,SEA,Qualification,60500.0,25,4,0.29,1,1,0.694,0.6,2,1,9,20,1,2026-07-19 10:10:54.743919+00:00
ACC-00185,Healthcare,India,Proposal,47400.0,96,9,0.074,0,1,0.734,0.5,2,0,9,11,1,2026-07-19 10:10:54.743919+00:00
ACC-00186,Manufacturing,SEA,Qualification,254000.0,60,3,0.23,0,0,0.844,4.5,3,1,0,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00187,Technology,EMEA,Negotiation,45400.0,28,4,0.1,0,1,0.329,2.9,3,1,7,15,1,2026-07-19 10:10:54.743919+00:00
ACC-00188,Manufacturing,APAC,Closed Won,272700.0,25,7,0.278,1,0,0.422,0.0,1,0,2,43,1,2026-07-19 10:10:54.743919+00:00
ACC-00189,Retail,SEA,Prospecting,101000.0,96,3,0.274,0,1,0.844,5.4,1,1,5,8,1,2026-07-19 10:10:54.743919+00:00
ACC-00190,Healthcare,North America,Prospecting,52800.0,69,5,0.268,0,1,0.672,0.4,2,1,6,0,1,2026-07-19 10:10:54.743919+00:00
ACC-00191,Financial Services,APAC,Proposal,207300.0,37,1,0.507,1,0,0.864,4.0,2,0,3,8,1,2026-07-19 10:10:54.743919+00:00
ACC-00192,Technology,EMEA,Qualification,41200.0,30,2,0.1,0,1,0.614,0.3,0,0,3,8,0,2026-07-19 10:10:54.743919+00:00
ACC-00193,Logistics,India,Prospecting,212300.0,28,1,0.264,0,0,0.622,10.7,3,0,1,9,0,2026-07-19 10:10:54.743919+00:00
ACC-00194,Manufacturing,SEA,Closed Won,127400.0,36,5,0.159,0,1,0.564,6.9,2,0,1,31,0,2026-07-19 10:10:54.743919+00:00
ACC-00195,Healthcare,North America,Prospecting,48300.0,38,2,0.271,0,1,0.784,0.6,1,0,0,13,1,2026-07-19 10:10:54.743919+00:00
ACC-00196,Healthcare,India,Closed Won,186200.0,45,6,0.267,0,0,0.713,0.0,2,0,6,12,1,2026-07-19 10:10:54.743919+00:00
ACC-00197,Technology,EMEA,Proposal,190200.0,22,3,0.224,1,0,0.575,0.2,1,0,0,4,0,2026-07-19 10:10:54.743919+00:00
ACC-00198,Technology,North America,Negotiation,395900.0,28,5,0.189,1,1,0.431,5.0,3,0,4,13,1,2026-07-19 10:10:54.743919+00:00
ACC-00199,Technology,APAC,Prospecting,314700.0,35,4,0.313,0,1,0.302,0.2,2,0,4,12,0,2026-07-19 10:10:54.743919+00:00
ACC-00200,Technology,North America,Prospecting,178000.0,116,2,0.263,0,1,0.364,4.5,0,1,8,38,1,2026-07-19 10:10:54.743919+00:00
ACC-00201,Manufacturing,APAC,Qualification,25500.0,47,3,0.469,0,1,0.375,5.1,3,0,8,5,1,2026-07-19 10:10:54.743919+00:00
ACC-00202,Financial Services,SEA,Prospecting,1864100.0,17,3,0.17,0,0,0.699,1.1,0,0,0,16,1,2026-07-19 10:10:54.743919+00:00
ACC-00203,Financial Services,EMEA,Qualification,18300.0,23,1,0.516,1,1,0.831,4.0,2,0,5,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00204,Technology,EMEA,Qualification,308400.0,95,5,0.44,0,1,0.62,5.1,0,0,2,15,0,2026-07-19 10:10:54.743919+00:00
ACC-00205,Manufacturing,SEA,Prospecting,165600.0,77,2,0.146,1,0,0.59,4.6,3,0,0,5,1,2026-07-19 10:10:54.743919+00:00
ACC-00206,Financial Services,APAC,Prospecting,24100.0,32,5,0.267,1,1,0.392,0.6,1,0,7,11,0,2026-07-19 10:10:54.743919+00:00
ACC-00207,Financial Services,India,Negotiation,85000.0,54,3,0.163,0,1,0.931,1.8,1,1,9,7,1,2026-07-19 10:10:54.743919+00:00
ACC-00208,Manufacturing,APAC,Prospecting,89800.0,50,4,0.451,1,0,0.815,0.2,2,1,5,64,1,2026-07-19 10:10:54.743919+00:00
ACC-00209,Financial Services,India,Prospecting,472900.0,41,3,0.139,1,1,0.592,2.2,2,0,4,6,1,2026-07-19 10:10:54.743919+00:00
ACC-00210,Financial Services,North America,Proposal,41900.0,25,5,0.126,1,0,0.368,1.8,1,0,5,5,1,2026-07-19 10:10:54.743919+00:00
ACC-00211,Manufacturing,SEA,Closed Lost,72100.0,12,6,0.396,0,1,0.892,7.0,2,1,2,13,1,2026-07-19 10:10:54.743919+00:00
ACC-00212,Manufacturing,North America,Qualification,10000.0,65,7,0.423,0,1,0.419,0.1,3,1,8,13,0,2026-07-19 10:10:54.743919+00:00
ACC-00213,Manufacturing,APAC,Prospecting,791500.0,51,4,0.176,1,1,0.771,2.3,1,0,9,30,1,2026-07-19 10:10:54.743919+00:00
ACC-00214,Healthcare,India,Proposal,27300.0,25,3,0.177,0,0,0.538,4.0,1,0,5,41,1,2026-07-19 10:10:54.743919+00:00
ACC-00215,Technology,APAC,Closed Won,146100.0,75,1,0.306,1,1,0.902,1.9,4,0,8,24,1,2026-07-19 10:10:54.743919+00:00
ACC-00216,Healthcare,EMEA,Negotiation,87400.0,93,1,0.507,1,0,0.711,0.8,2,0,5,18,1,2026-07-19 10:10:54.743919+00:00
ACC-00217,Healthcare,APAC,Proposal,87800.0,46,3,0.562,1,1,0.459,2.8,2,0,2,23,1,2026-07-19 10:10:54.743919+00:00
ACC-00218,Technology,EMEA,Qualification,260900.0,40,4,0.583,1,1,0.309,13.1,3,1,1,26,1,2026-07-19 10:10:54.743919+00:00
ACC-00219,Manufacturing,North America,Qualification,733500.0,15,6,0.197,0,0,0.449,0.1,0,1,3,29,1,2026-07-19 10:10:54.743919+00:00
ACC-00220,Technology,North America,Prospecting,133500.0,37,2,0.299,0,0,0.556,0.7,3,0,0,31,0,2026-07-19 10:10:54.743919+00:00
ACC-00221,Manufacturing,North America,Proposal,216700.0,21,4,0.354,0,1,0.796,2.0,1,0,4,7,0,2026-07-19 10:10:54.743919+00:00
ACC-00222,Manufacturing,APAC,Proposal,146500.0,38,4,0.431,0,0,0.451,2.7,0,0,6,23,0,2026-07-19 10:10:54.743919+00:00
ACC-00223,Financial Services,North America,Closed Lost,334700.0,71,4,0.305,0,0,0.483,2.9,3,1,3,19,1,2026-07-19 10:10:54.743919+00:00
ACC-00224,Retail,APAC,Prospecting,56600.0,58,5,0.387,0,1,0.605,0.2,2,1,10,3,0,2026-07-19 10:10:54.743919+00:00
ACC-00225,Healthcare,APAC,Prospecting,358800.0,76,3,0.246,0,1,0.33,0.4,1,0,9,19,0,2026-07-19 10:10:54.743919+00:00
ACC-00226,Healthcare,North America,Qualification,374200.0,35,1,0.311,1,0,0.838,8.7,2,0,3,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00227,Logistics,EMEA,Proposal,361900.0,18,4,0.291,0,1,0.355,0.2,1,0,2,9,0,2026-07-19 10:10:54.743919+00:00
ACC-00228,Retail,India,Negotiation,44700.0,34,6,0.224,0,0,0.816,1.6,0,0,1,22,0,2026-07-19 10:10:54.743919+00:00
ACC-00229,Technology,North America,Prospecting,80700.0,47,4,0.444,1,1,0.488,2.6,2,1,2,19,0,2026-07-19 10:10:54.743919+00:00
ACC-00230,Manufacturing,EMEA,Prospecting,131600.0,78,10,0.202,0,1,0.622,1.1,3,0,8,5,1,2026-07-19 10:10:54.743919+00:00
ACC-00231,Technology,EMEA,Qualification,19100.0,64,2,0.208,1,0,0.587,0.9,0,1,10,2,1,2026-07-19 10:10:54.743919+00:00
ACC-00232,Retail,APAC,Qualification,669200.0,13,6,0.34,1,0,0.477,1.0,2,0,3,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00233,Manufacturing,EMEA,Negotiation,97300.0,46,9,0.334,0,0,0.479,1.0,2,0,8,17,0,2026-07-19 10:10:54.743919+00:00
ACC-00234,Retail,APAC,Qualification,138800.0,70,3,0.07,0,1,0.964,1.4,1,1,3,2,1,2026-07-19 10:10:54.743919+00:00
ACC-00235,Financial Services,APAC,Negotiation,49400.0,81,7,0.478,1,0,0.514,0.4,2,1,9,17,1,2026-07-19 10:10:54.743919+00:00
ACC-00236,Technology,North America,Proposal,20100.0,73,3,0.097,1,0,0.428,5.8,1,0,5,17,1,2026-07-19 10:10:54.743919+00:00
ACC-00237,Healthcare,EMEA,Negotiation,47800.0,27,3,0.062,0,0,0.475,4.3,2,1,0,63,1,2026-07-19 10:10:54.743919+00:00
ACC-00238,Financial Services,EMEA,Qualification,128400.0,28,5,0.373,0,0,0.787,0.1,1,1,6,26,0,2026-07-19 10:10:54.743919+00:00
ACC-00239,Manufacturing,North America,Negotiation,221500.0,101,3,0.258,1,1,0.516,4.3,2,0,2,16,1,2026-07-19 10:10:54.743919+00:00
ACC-00240,Financial Services,APAC,Prospecting,119900.0,31,5,0.507,0,1,0.42,5.3,0,1,5,45,0,2026-07-19 10:10:54.743919+00:00
ACC-00241,Logistics,SEA,Qualification,149700.0,92,3,0.641,0,0,0.59,7.7,0,0,10,17,0,2026-07-19 10:10:54.743919+00:00
ACC-00242,Logistics,APAC,Prospecting,65900.0,23,1,0.484,0,0,0.382,2.8,2,0,9,9,1,2026-07-19 10:10:54.743919+00:00
ACC-00243,Logistics,APAC,Qualification,179100.0,38,4,0.252,0,0,0.579,5.7,0,0,7,12,0,2026-07-19 10:10:54.743919+00:00
ACC-00244,Retail,SEA,Qualification,585000.0,10,5,0.304,1,0,0.904,4.3,5,1,7,7,1,2026-07-19 10:10:54.743919+00:00
ACC-00245,Financial Services,EMEA,Prospecting,230000.0,36,5,0.538,1,0,0.561,0.1,3,0,7,9,1,2026-07-19 10:10:54.743919+00:00
ACC-00246,Logistics,EMEA,Closed Lost,260800.0,24,9,0.265,1,1,0.66,5.0,0,0,7,42,0,2026-07-19 10:10:54.743919+00:00
ACC-00247,Retail,India,Prospecting,140500.0,58,6,0.113,0,1,0.852,2.6,1,0,2,40,0,2026-07-19 10:10:54.743919+00:00
ACC-00248,Logistics,India,Negotiation,16300.0,58,2,0.406,1,0,0.661,3.2,0,0,7,14,0,2026-07-19 10:10:54.743919+00:00
ACC-00249,Logistics,APAC,Closed Lost,28200.0,52,3,0.189,0,0,0.333,6.5,1,0,1,20,0,2026-07-19 10:10:54.743919+00:00
ACC-00250,Technology,APAC,Prospecting,170400.0,25,7,0.242,1,0,0.45,0.0,2,0,5,41,0,2026-07-19 10:10:54.743919+00:00
ACC-00251,Healthcare,APAC,Proposal,97400.0,77,3,0.167,0,1,0.926,0.3,0,1,3,11,1,2026-07-19 10:10:54.743919+00:00
ACC-00252,Retail,SEA,Prospecting,167300.0,42,5,0.394,1,1,0.862,2.6,4,0,10,29,0,2026-07-19 10:10:54.743919+00:00
ACC-00253,Technology,EMEA,Prospecting,738000.0,61,0,0.061,1,1,0.832,1.6,1,1,10,24,0,2026-07-19 10:10:54.743919+00:00
ACC-00254,Healthcare,North America,Qualification,235900.0,74,2,0.201,1,1,0.683,1.6,1,1,1,15,0,2026-07-19 10:10:54.743919+00:00
ACC-00255,Financial Services,India,Closed Won,447200.0,44,2,0.271,1,1,0.547,1.1,2,0,4,4,0,2026-07-19 10:10:54.743919+00:00
ACC-00256,Manufacturing,APAC,Prospecting,110600.0,17,8,0.088,1,1,0.786,5.1,3,1,2,9,0,2026-07-19 10:10:54.743919+00:00
ACC-00257,Logistics,North America,Proposal,37500.0,47,8,0.164,1,0,0.764,0.3,2,0,4,15,1,2026-07-19 10:10:54.743919+00:00
ACC-00258,Manufacturing,APAC,Qualification,92100.0,36,5,0.347,1,1,0.75,2.3,1,0,8,10,0,2026-07-19 10:10:54.743919+00:00
ACC-00259,Manufacturing,APAC,Closed Won,37600.0,24,4,0.552,0,0,0.653,1.8,1,0,2,2,0,2026-07-19 10:10:54.743919+00:00
ACC-00260,Financial Services,India,Prospecting,640500.0,87,6,0.116,0,1,0.482,2.4,3,1,0,7,0,2026-07-19 10:10:54.743919+00:00
ACC-00261,Manufacturing,North America,Proposal,254900.0,34,3,0.339,0,1,0.605,0.2,1,1,2,20,1,2026-07-19 10:10:54.743919+00:00
ACC-00262,Logistics,India,Proposal,184400.0,56,7,0.486,1,1,0.658,3.4,3,1,8,21,1,2026-07-19 10:10:54.743919+00:00
ACC-00263,Financial Services,EMEA,Proposal,435000.0,63,3,0.204,0,1,0.451,0.0,1,0,7,9,0,2026-07-19 10:10:54.743919+00:00
ACC-00264,Retail,North America,Closed Lost,10000.0,47,8,0.324,1,0,0.461,2.3,0,0,0,7,0,2026-07-19 10:10:54.743919+00:00
ACC-00265,Technology,SEA,Negotiation,199900.0,32,6,0.241,0,0,0.854,0.9,1,0,10,2,0,2026-07-19 10:10:54.743919+00:00
ACC-00266,Technology,APAC,Prospecting,20500.0,15,5,0.267,1,0,0.524,1.1,3,0,9,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00267,Manufacturing,North America,Qualification,97900.0,52,4,0.446,0,0,0.982,4.0,1,1,0,19,1,2026-07-19 10:10:54.743919+00:00
ACC-00268,Technology,APAC,Qualification,67900.0,34,4,0.243,0,1,0.605,12.8,1,0,6,15,1,2026-07-19 10:10:54.743919+00:00
ACC-00269,Retail,India,Qualification,218400.0,100,4,0.295,0,0,0.726,1.9,0,0,5,6,0,2026-07-19 10:10:54.743919+00:00
ACC-00270,Healthcare,APAC,Qualification,129800.0,27,3,0.062,1,1,0.653,3.3,2,1,2,12,1,2026-07-19 10:10:54.743919+00:00
ACC-00271,Technology,North America,Qualification,495900.0,10,4,0.448,0,1,0.645,0.9,2,0,3,22,0,2026-07-19 10:10:54.743919+00:00
ACC-00272,Technology,North America,Qualification,47900.0,20,1,0.189,0,0,0.923,2.4,1,0,3,23,0,2026-07-19 10:10:54.743919+00:00
ACC-00273,Technology,North America,Closed Lost,231200.0,73,2,0.146,1,1,0.365,0.3,0,0,8,10,0,2026-07-19 10:10:54.743919+00:00
ACC-00274,Logistics,India,Prospecting,119900.0,64,2,0.227,0,1,0.542,5.7,0,1,9,26,0,2026-07-19 10:10:54.743919+00:00
ACC-00275,Retail,APAC,Closed Won,13900.0,87,7,0.258,1,0,0.5,1.8,3,1,9,28,1,2026-07-19 10:10:54.743919+00:00
ACC-00276,Retail,North America,Qualification,32800.0,37,4,0.459,1,1,0.528,1.3,1,1,5,18,1,2026-07-19 10:10:54.743919+00:00
ACC-00277,Technology,North America,Proposal,82500.0,60,5,0.196,1,1,0.939,2.2,2,0,3,17,1,2026-07-19 10:10:54.743919+00:00
ACC-00278,Manufacturing,APAC,Negotiation,375000.0,46,3,0.515,1,0,0.349,7.3,1,1,10,10,1,2026-07-19 10:10:54.743919+00:00
ACC-00279,Technology,SEA,Qualification,172200.0,28,3,0.176,0,1,0.498,4.5,3,0,1,20,0,2026-07-19 10:10:54.743919+00:00
ACC-00280,Technology,APAC,Qualification,24300.0,41,4,0.222,1,1,0.816,0.5,1,1,10,14,1,2026-07-19 10:10:54.743919+00:00
ACC-00281,Technology,SEA,Qualification,83400.0,33,2,0.446,1,0,0.467,4.4,1,0,9,3,1,2026-07-19 10:10:54.743919+00:00
ACC-00282,Healthcare,APAC,Qualification,1111700.0,84,7,0.077,1,1,0.883,1.5,3,1,9,6,1,2026-07-19 10:10:54.743919+00:00
ACC-00283,Retail,North America,Closed Won,112800.0,28,4,0.583,1,0,0.531,1.5,2,0,4,3,0,2026-07-19 10:10:54.743919+00:00
ACC-00284,Financial Services,India,Negotiation,66600.0,91,4,0.407,0,0,0.379,4.3,3,1,1,16,1,2026-07-19 10:10:54.743919+00:00
ACC-00285,Manufacturing,APAC,Prospecting,178100.0,27,4,0.061,1,0,0.663,1.8,6,1,0,16,1,2026-07-19 10:10:54.743919+00:00
ACC-00286,Financial Services,EMEA,Prospecting,246700.0,33,5,0.169,0,1,0.658,0.2,1,1,0,21,1,2026-07-19 10:10:54.743919+00:00
ACC-00287,Retail,SEA,Qualification,57100.0,43,1,0.176,0,0,0.327,0.9,4,1,5,1,0,2026-07-19 10:10:54.743919+00:00
ACC-00288,Manufacturing,North America,Prospecting,180400.0,26,5,0.101,0,0,0.803,6.8,0,1,8,11,1,2026-07-19 10:10:54.743919+00:00
ACC-00289,Healthcare,North America,Proposal,66500.0,42,5,0.247,0,0,0.399,2.7,1,1,10,38,1,2026-07-19 10:10:54.743919+00:00
ACC-00290,Manufacturing,EMEA,Prospecting,234000.0,46,5,0.322,1,1,0.449,5.9,2,1,4,21,1,2026-07-19 10:10:54.743919+00:00
ACC-00291,Financial Services,North America,Qualification,121000.0,81,5,0.158,0,1,0.694,1.1,2,0,8,2,0,2026-07-19 10:10:54.743919+00:00
ACC-00292,Financial Services,North America,Prospecting,176000.0,10,4,0.291,0,0,0.924,3.5,1,0,3,25,1,2026-07-19 10:10:54.743919+00:00
ACC-00293,Technology,North America,Qualification,39700.0,27,4,0.082,0,0,0.314,4.6,3,1,5,8,1,2026-07-19 10:10:54.743919+00:00
ACC-00294,Retail,North America,Proposal,36800.0,97,6,0.235,0,1,0.876,0.6,2,0,2,27,0,2026-07-19 10:10:54.743919+00:00
ACC-00295,Financial Services,India,Qualification,307000.0,32,2,0.143,1,0,0.828,0.1,1,0,6,19,1,2026-07-19 10:10:54.743919+00:00
ACC-00296,Retail,North America,Closed Lost,89700.0,32,4,0.122,1,0,0.413,3.0,3,1,3,19,0,2026-07-19 10:10:54.743919+00:00
ACC-00297,Technology,APAC,Closed Won,139000.0,26,1,0.067,1,1,0.561,2.6,3,0,5,2,1,2026-07-19 10:10:54.743919+00:00
ACC-00298,Healthcare,EMEA,Qualification,68300.0,59,2,0.569,1,1,0.934,0.1,3,0,5,8,0,2026-07-19 10:10:54.743919+00:00
ACC-00299,Manufacturing,APAC,Prospecting,290200.0,15,3,0.375,0,0,0.402,1.6,1,1,3,45,0,2026-07-19 10:10:54.743919+00:00
ACC-00300,Financial Services,North America,Negotiation,47600.0,50,1,0.466,1,1,0.378,2.5,2,1,10,27,1,2026-07-19 10:10:54.743919+00:00
ACC-00301,Financial Services,India,Closed Won,83900.0,105,3,0.199,1,0,0.815,0.7,2,0,10,35,1,2026-07-19 10:10:54.743919+00:00
ACC-00302,Manufacturing,North America,Negotiation,253500.0,12,4,0.602,0,0,0.63,0.3,5,0,1,6,1,2026-07-19 10:10:54.743919+00:00
ACC-00303,Manufacturing,India,Prospecting,403400.0,60,4,0.194,0,0,0.499,4.8,1,0,1,21,0,2026-07-19 10:10:54.743919+00:00
ACC-00304,Manufacturing,India,Closed Lost,52700.0,19,3,0.189,0,0,0.42,7.8,2,1,5,23,0,2026-07-19 10:10:54.743919+00:00
ACC-00305,Technology,APAC,Prospecting,1036800.0,52,7,0.447,0,1,0.806,1.8,2,0,8,17,1,2026-07-19 10:10:54.743919+00:00
ACC-00306,Logistics,APAC,Proposal,143800.0,49,4,0.244,0,1,0.608,0.4,2,0,5,9,0,2026-07-19 10:10:54.743919+00:00
ACC-00307,Retail,APAC,Closed Won,28200.0,62,5,0.106,0,0,0.468,1.6,2,1,8,27,1,2026-07-19 10:10:54.743919+00:00
ACC-00308,Healthcare,APAC,Prospecting,153700.0,30,3,0.207,0,0,0.96,1.0,1,0,1,12,0,2026-07-19 10:10:54.743919+00:00
ACC-00309,Technology,India,Closed Won,62300.0,31,4,0.148,0,1,0.693,2.0,2,1,7,16,1,2026-07-19 10:10:54.743919+00:00
ACC-00310,Healthcare,India,Qualification,166200.0,63,3,0.232,0,0,0.547,0.0,2,0,6,49,0,2026-07-19 10:10:54.743919+00:00
ACC-00311,Retail,APAC,Closed Lost,93800.0,30,8,0.226,0,0,0.804,6.1,3,0,2,26,1,2026-07-19 10:10:54.743919+00:00
ACC-00312,Financial Services,EMEA,Prospecting,107900.0,67,2,0.146,1,1,0.647,0.2,0,0,1,31,0,2026-07-19 10:10:54.743919+00:00
ACC-00313,Financial Services,SEA,Closed Lost,33100.0,8,6,0.56,0,1,0.307,1.7,1,1,7,12,1,2026-07-19 10:10:54.743919+00:00
ACC-00314,Logistics,SEA,Prospecting,323900.0,48,5,0.583,1,0,0.888,3.2,1,0,0,32,0,2026-07-19 10:10:54.743919+00:00
ACC-00315,Technology,APAC,Proposal,24700.0,65,5,0.423,1,0,0.346,3.2,2,0,8,4,1,2026-07-19 10:10:54.743919+00:00
ACC-00316,Manufacturing,APAC,Qualification,26100.0,37,0,0.044,1,0,0.993,1.1,1,1,9,36,1,2026-07-19 10:10:54.743919+00:00
ACC-00317,Retail,North America,Qualification,153400.0,83,6,0.276,0,0,0.545,2.1,3,0,7,8,0,2026-07-19 10:10:54.743919+00:00
ACC-00318,Financial Services,SEA,Prospecting,675600.0,31,3,0.595,1,0,0.667,2.1,0,0,1,7,0,2026-07-19 10:10:54.743919+00:00
ACC-00319,Financial Services,North America,Proposal,64700.0,47,2,0.307,0,0,1.0,0.4,3,1,6,18,1,2026-07-19 10:10:54.743919+00:00
ACC-00320,Healthcare,EMEA,Prospecting,228900.0,71,5,0.121,0,1,0.488,1.4,0,0,6,21,0,2026-07-19 10:10:54.743919+00:00
ACC-00321,Manufacturing,North America,Proposal,357900.0,20,1,0.245,1,0,0.624,0.4,3,0,9,7,1,2026-07-19 10:10:54.743919+00:00
ACC-00322,Technology,North America,Prospecting,262400.0,74,1,0.433,0,1,0.828,0.2,1,0,2,15,0,2026-07-19 10:10:54.743919+00:00
ACC-00323,Manufacturing,APAC,Closed Lost,68000.0,50,3,0.616,0,0,0.627,0.2,0,0,10,6,0,2026-07-19 10:10:54.743919+00:00
ACC-00324,Healthcare,SEA,Prospecting,26700.0,26,4,0.138,1,0,0.534,1.7,0,0,5,15,0,2026-07-19 10:10:54.743919+00:00
ACC-00325,Logistics,North America,Prospecting,10000.0,40,3,0.111,0,0,0.384,3.9,4,1,9,15,0,2026-07-19 10:10:54.743919+00:00
ACC-00326,Technology,EMEA,Prospecting,72000.0,24,3,0.089,0,1,0.659,12.5,1,1,2,20,1,2026-07-19 10:10:54.743919+00:00
ACC-00327,Manufacturing,North America,Qualification,405800.0,57,4,0.233,1,1,0.686,2.5,0,0,3,18,0,2026-07-19 10:10:54.743919+00:00
ACC-00328,Manufacturing,North America,Prospecting,25600.0,35,1,0.072,1,0,0.463,1.1,1,1,10,17,1,2026-07-19 10:10:54.743919+00:00
ACC-00329,Retail,APAC,Qualification,228700.0,33,2,0.124,0,0,0.534,0.7,1,1,9,12,0,2026-07-19 10:10:54.743919+00:00
ACC-00330,Healthcare,APAC,Closed Won,31600.0,58,3,0.096,1,0,0.509,3.6,2,0,7,22,1,2026-07-19 10:10:54.743919+00:00
ACC-00331,Retail,North America,Proposal,112100.0,36,3,0.371,0,0,0.599,0.2,4,0,3,20,0,2026-07-19 10:10:54.743919+00:00
ACC-00332,Technology,APAC,Proposal,230800.0,42,4,0.032,1,1,0.859,0.9,3,0,7,18,1,2026-07-19 10:10:54.743919+00:00
ACC-00333,Financial Services,North America,Prospecting,44700.0,40,4,0.075,0,1,0.533,3.5,2,0,4,15,0,2026-07-19 10:10:54.743919+00:00
ACC-00334,Financial Services,APAC,Proposal,121100.0,9,5,0.334,1,0,0.491,1.8,3,0,4,2,1,2026-07-19 10:10:54.743919+00:00
ACC-00335,Financial Services,SEA,Prospecting,60000.0,16,1,0.507,1,1,0.888,2.1,1,0,9,5,1,2026-07-19 10:10:54.743919+00:00
ACC-00336,Financial Services,SEA,Negotiation,230100.0,28,6,0.502,1,0,0.868,11.1,1,0,10,17,1,2026-07-19 10:10:54.743919+00:00
ACC-00337,Technology,APAC,Prospecting,130900.0,29,2,0.152,0,1,0.855,1.6,1,0,5,14,0,2026-07-19 10:10:54.743919+00:00
ACC-00338,Technology,EMEA,Qualification,105600.0,9,7,0.396,1,1,0.82,2.7,0,0,10,3,0,2026-07-19 10:10:54.743919+00:00
ACC-00339,Retail,SEA,Qualification,640500.0,42,4,0.214,0,0,0.922,15.0,2,0,1,7,1,2026-07-19 10:10:54.743919+00:00
ACC-00340,Financial Services,North America,Negotiation,218500.0,38,2,0.117,0,0,0.799,3.5,0,0,3,9,1,2026-07-19 10:10:54.743919+00:00
ACC-00341,Retail,India,Prospecting,43100.0,44,3,0.441,0,0,0.419,2.2,2,1,9,35,0,2026-07-19 10:10:54.743919+00:00
ACC-00342,Retail,SEA,Proposal,89100.0,34,7,0.398,1,0,0.323,1.2,1,0,7,21,0,2026-07-19 10:10:54.743919+00:00
ACC-00343,Financial Services,North America,Prospecting,90100.0,89,5,0.114,1,0,0.427,11.2,3,0,8,21,1,2026-07-19 10:10:54.743919+00:00
ACC-00344,Retail,North America,Proposal,108700.0,54,2,0.365,1,1,0.555,1.0,0,0,0,11,1,2026-07-19 10:10:54.743919+00:00
ACC-00345,Retail,SEA,Closed Won,2000000.0,95,3,0.037,1,0,0.337,0.4,1,0,8,16,1,2026-07-19 10:10:54.743919+00:00
ACC-00346,Manufacturing,APAC,Qualification,154000.0,20,5,0.466,0,0,0.83,7.8,2,1,1,22,1,2026-07-19 10:10:54.743919+00:00
ACC-00347,Manufacturing,North America,Qualification,10000.0,33,3,0.186,0,0,0.749,1.2,0,1,1,10,0,2026-07-19 10:10:54.743919+00:00
ACC-00348,Financial Services,North America,Closed Won,51500.0,29,1,0.701,1,1,0.803,2.7,1,1,0,17,0,2026-07-19 10:10:54.743919+00:00
ACC-00349,Retail,APAC,Qualification,10000.0,14,6,0.352,1,0,0.367,3.1,0,1,7,18,1,2026-07-19 10:10:54.743919+00:00
ACC-00350,Manufacturing,EMEA,Qualification,66500.0,37,8,0.422,0,1,0.53,0.9,2,0,2,23,0,2026-07-19 10:10:54.743919+00:00
ACC-00351,Retail,EMEA,Proposal,10000.0,8,6,0.48,1,1,0.622,1.7,2,1,9,24,0,2026-07-19 10:10:54.743919+00:00
ACC-00352,Technology,SEA,Proposal,34700.0,57,2,0.334,0,1,0.722,0.5,1,0,8,23,0,2026-07-19 10:10:54.743919+00:00
ACC-00353,Manufacturing,North America,Prospecting,15900.0,78,5,0.257,1,0,0.862,6.5,3,0,10,26,0,2026-07-19 10:10:54.743919+00:00
ACC-00354,Financial Services,APAC,Negotiation,156500.0,36,5,0.506,0,0,0.984,2.6,2,0,1,34,1,2026-07-19 10:10:54.743919+00:00
ACC-00355,Financial Services,APAC,Qualification,98800.0,44,2,0.262,0,1,0.358,6.6,0,0,4,13,0,2026-07-19 10:10:54.743919+00:00
ACC-00356,Manufacturing,APAC,Prospecting,142000.0,78,4,0.344,1,1,0.749,0.9,0,0,6,7,0,2026-07-19 10:10:54.743919+00:00
ACC-00357,Financial Services,North America,Negotiation,87100.0,23,3,0.583,0,1,0.394,3.0,2,0,9,8,1,2026-07-19 10:10:54.743919+00:00
ACC-00358,Manufacturing,SEA,Qualification,18500.0,14,4,0.158,1,0,0.51,0.7,1,0,6,33,0,2026-07-19 10:10:54.743919+00:00
ACC-00359,Logistics,India,Prospecting,182800.0,8,1,0.38,0,0,0.84,1.0,6,0,3,8,1,2026-07-19 10:10:54.743919+00:00
ACC-00360,Manufacturing,APAC,Proposal,991200.0,24,4,0.472,1,0,0.996,1.3,2,1,9,27,1,2026-07-19 10:10:54.743919+00:00
